shape,q,window,rep,iteration,t_release_first_us,e2e_us,t_done_us
S7,16,0,4,41,4318.20821762,16421.8883514,15594.4957733
S7,16,0,4,42,5469.18392181,17728.5118103,16499.7119904
S7,16,0,4,43,7109.63201523,19405.8246613,18468.8644409
S7,16,0,4,44,4137.98379898,16182.2719574,15407.1035385
S7,16,0,4,45,6926.33581161,19243.0076599,18107.3913574
S7,16,0,4,46,4134.91201401,16223.2322693,15234.0478897
S7,16,0,4,47,5634.04798508,17726.4633179,16939.0087128
S7,16,0,4,48,4107.2640419,16195.5833435,15493.1201935
S7,16,0,4,49,4123.64816666,16331.7756653,15585.2804184
S7,16,0,5,0,527.360022068,13116.4159775,11870.2077866
S7,16,0,5,1,997.471988201,13135.8718872,11898.8800049
S7,16,0,5,2,1388.54396343,13514.752388,12384.2563629
S7,16,0,5,3,1443.84002686,13586.432457,12583.9357376
S7,16,0,5,4,675.776004791,12859.32827,11609.0240479
S7,16,0,5,5,2780.09605408,15091.711998,14058.4316254
S7,16,0,5,6,498.688012362,12908.5435867,11686.9115829
S7,16,0,5,7,1380.35202026,13493.2479858,12528.6397934
S7,16,0,5,8,2852.86402702,15050.7516861,13793.2796478
S7,16,0,5,9,782.335996628,12943.3603287,11973.6318588
S7,16,0,5,10,1086.46404743,13322.2398758,12286.9758606
S7,16,0,5,11,1475.58403015,13819.9043274,12812.2882843
S7,16,0,5,12,485.376000404,12964.8637772,11713.5362625
S7,16,0,5,13,701.439976692,13392.8956985,12150.7835388
S7,16,0,5,14,4757.47203827,17288.192749,16093.1510925
S7,16,0,5,15,1348.60801697,13871.1042404,12644.3519592
S7,16,0,5,16,1287.16802597,13416.4476395,12346.367836
S7,16,0,5,17,1294.33596134,13635.5838776,12460.0324631
S7,16,0,5,18,778.240025043,13281.2156677,12191.7438507
S7,16,0,5,19,749.567985535,13058.0482483,12094.4643021
S7,16,0,5,20,671.743988991,12882.9441071,11830.2717209
S7,16,0,5,21,551.935970783,13280.2562714,12094.4643021
S7,16,0,5,22,1349.63202477,13643.7759399,12496.8957901
S7,16,0,5,23,2269.18411255,14312.4475479,13508.6078644
S7,16,0,5,24,2423.80809784,14515.1996613,13310.9760284
S7,16,0,5,25,766.91198349,13230.0796509,12292.0322418
S7,16,0,5,26,2019.32811737,14228.4803391,12990.4642105
S7,16,0,5,27,883.647978306,13031.4235687,12166.0804749
S7,16,0,5,28,666.624009609,13065.2160645,11991.0402298
S7,16,0,5,29,834.559977055,12839.9362564,11904.0002823
S7,16,0,5,30,855.04001379,13050.8804321,12112.8959656
S7,16,0,5,31,1488.89601231,14021.6321945,13029.37603
S7,16,0,5,32,296187.896729,308305.908203,307244.018555
S7,16,0,5,33,574.464023113,13097.984314,11942.9121017
S7,16,0,5,34,510.976016521,12867.5842285,11628.5438538
S7,16,0,5,35,655.359983444,12958.7202072,11908.0963135
S7,16,0,5,36,865.279972553,13023.23246,11787.2638702
S7,16,0,5,37,1240.06402493,13270.0157166,12527.6155472
S7,16,0,5,38,726.015985012,12904.4475555,11892.7364349
S7,16,0,5,39,921.599984169,13062.1442795,11876.3523102
S7,16,0,5,40,447.48800993,12521.4719772,11325.4404068
S7,16,0,5,41,535.552024841,12931.0722351,11731.967926
S7,16,0,5,42,999.423980713,13235.1999283,12476.4156342
S7,16,0,5,43,1619.96805668,13630.4636002,12734.4636917
S7,16,0,5,44,1108.92796516,13304.7676086,12533.6961746
S7,16,0,5,45,934.912025928,13078.5284042,12275.7120132
S7,16,0,5,46,855.04001379,13234.1756821,12359.6801758
S7,16,0,5,47,1032.19199181,13308.927536,12196.8641281
S7,16,0,5,48,785.40802002,13030.4002762,12136.4479065
S7,16,0,5,49,1575.93595982,13579.2636871,12687.3598099
S5,16,0,1,0,1201.15196705,15675.3921509,15457.280159
S5,16,0,1,1,2358.27207565,17071.0086823,16849.8249054
S5,16,0,1,2,2785.27998924,17494.0166473,17271.8086243
S5,16,0,1,3,2626.55997276,17438.7207031,17217.5369263
S5,16,0,1,4,3123.00801277,17723.1998444,17502.0160675
S5,16,0,1,5,2270.20788193,16950.2716064,16730.1120758
S5,16,0,1,6,2726.91202164,17363.9678955,17141.7598724
S5,16,0,1,7,2468.86396408,16988.1591797,16764.9288177
S5,16,0,1,8,2819.07200813,17518.5928345,17296.3848114
S5,16,0,1,9,2721.79198265,17411.0717773,17188.8637543
S5,16,0,1,10,2292.73605347,16760.8318329,16537.5995636
S5,16,0,1,11,2732.03206062,17272.8328705,17050.6248474
S5,16,0,1,12,3031.03995323,17737.7281189,17516.544342
S5,16,0,1,13,2651.13592148,17351.6807556,17128.4484863
S5,16,0,1,14,2460.6719017,17012.7353668,16790.5273438
S5,16,0,1,15,2920.4480648,17944.5762634,17720.3197479
S5,16,0,1,16,3108.63995552,18466.5927887,18244.3847656
S5,16,0,1,17,3150.84791183,17853.4393311,17632.2555542
S5,16,0,1,18,2374.65596199,17082.3688507,16862.2074127
S5,16,0,1,19,2231.29606247,16703.4873962,16481.2793732
S5,16,0,1,20,2485.15200615,16939.9356842,16718.7519073
S5,16,0,1,21,2642.91191101,17246.175766,17022.9434967
S5,16,0,1,22,2720.76797485,17473.5355377,17252.3517609
S5,16,0,1,23,2723.83999825,17419.2638397,17198.0800629
S5,16,0,1,24,2803.71189117,17525.7606506,17303.5526276
S5,16,0,1,25,2623.3279705,17256.2885284,17033.0562592
S5,16,0,1,26,2543.61605644,17244.1596985,17022.9759216
S5,16,0,1,27,2331.64811134,16998.3997345,16777.2159576
S5,16,0,1,28,2453.50408554,17063.9362335,16842.7524567
S5,16,0,1,29,2367.48790741,16882.6885223,16659.4562531
S5,16,0,1,30,2681.76007271,17210.2718353,16990.1123047
S5,16,0,1,31,2561.02395058,17195.0073242,16972.7993011
S5,16,0,1,32,2319.36001778,16901.1192322,16677.8888702
S5,16,0,1,33,3620.76807022,19237.7910614,19016.6072845
S5,16,0,1,34,2941.92004204,17635.2958679,17415.1363373
S5,16,0,1,35,2870.5599308,17457.151413,17234.9433899
S5,16,0,1,36,2925.56810379,17618.9441681,17397.7603912
S5,16,0,1,37,2654.20794487,17278.9764404,17056.7684174
S5,16,0,1,38,2444.28801537,17176.5766144,16954.3685913
S5,16,0,1,39,2871.29592896,17443.8400269,17221.6320038
S5,16,0,1,40,2388.06390762,17030.1437378,16808.9599609
S5,16,0,1,41,2595.83997726,17312.7689362,17090.5609131
S5,16,0,1,42,2334.71989632,16835.5846405,16613.3766174
S5,16,0,1,43,2426.87988281,16959.487915,16738.3041382
S5,16,0,1,44,2516.99209213,17236.9918823,17015.8081055
S5,16,0,1,45,2513.92006874,17180.6716919,16959.487915
S5,16,0,1,46,2609.15207863,17303.5526276,17082.3688507
S5,16,0,1,47,2582.52811432,17188.8637543,16967.6799774
S5,16,0,1,48,2297.85609245,16948.223114,16727.0393372
S5,16,0,1,49,2577.24809647,17176.4163971,16954.208374
S5,16,0,2,0,1197.05605507,15518.7196732,15299.5843887
S5,16,0,2,1,1188.86399269,15565.823555,15343.6155319
S5,16,0,2,2,1195.00803947,15907.8397751,15686.6559982
S5,16,0,2,3,1246.17600441,15849.439621,15628.2558441
S5,16,0,2,4,1254.40001488,15943.5844421,15724.448204
S5,16,0,2,5,1244.09604073,15799.2315292,15578.0477524
S5,16,0,2,6,1590.27194977,17284.0957642,17061.8877411
S5,16,0,2,7,1251.32799149,15926.2723923,15702.0158768
S5,16,0,2,8,1200.12795925,15775.7444382,15554.5597076
S5,16,0,2,9,1197.05605507,15905.7922363,15683.5842133
S5,16,0,2,10,1187.83998489,15352.8318405,15130.6238174
S5,16,0,2,11,1189.88800049,15873.0239868,15649.7917175
S5,16,0,2,12,1201.15196705,15493.1201935,15268.863678
S5,16,0,2,13,1221.63200378,15672.3203659,15449.0880966
S5,16,0,2,14,1247.2319603,16017.408371,15795.2003479
S5,16,0,2,15,1220.60799599,15264.7676468,15042.5596237
S5,16,0,2,16,1193.98403168,15652.8644562,15433.7282181
S5,16,0,2,17,1187.83998489,15580.160141,15358.9763641
S5,16,0,2,18,1204.22399044,15900.6719589,15679.4881821
S5,16,0,2,19,1329.15198803,16011.264801,15788.0315781
S5,16,0,2,20,1764.351964,17489.9196625,17269.7601318
S5,16,0,2,21,1195.00803947,15897.600174,15675.3921509
S5,16,0,2,22,4114.43185806,18700.2887726,18479.1030884
S5,16,0,2,23,1193.98403168,15747.0722198,15523.8399506
S5,16,0,2,24,1189.69595432,15886.3363266,15665.1515961
S5,16,0,2,25,1193.98403168,15664.1283035,15442.943573
S5,16,0,2,26,1317.88802147,15985.6643677,15762.4320984
S5,16,0,2,27,1193.98403168,15899.6477127,15677.4396896
S5,16,0,2,28,1190.91200829,15909.8882675,15687.6802444
S5,16,0,2,29,1217.5359726,15937.5362396,15715.3282166
S5,16,0,2,30,1210.36803722,15858.6883545,15636.4803314
S5,16,0,2,31,1205.24799824,15862.7195358,15641.535759
S5,16,0,2,32,1200.00004768,15658.8802338,15437.6964569
S5,16,0,2,33,1189.88800049,15545.3443527,15326.2081146
S5,16,0,2,34,1196.03204727,15866.8804169,15645.6956863
S5,16,0,2,35,1200.12795925,15948.800087,15727.6163101
S5,16,0,2,36,1190.87994099,15636.4479065,15416.2883759
S5,16,0,2,37,1587.20004559,16325.6320953,16102.399826
S5,16,0,2,38,1207.29601383,15793.1518555,15571.9680786
S5,16,0,2,39,1203.19998264,15950.8476257,15728.6396027
S5,16,0,2,40,1306.75196648,16080.8963776,15859.711647
S5,16,0,2,41,1212.41605282,15710.2079391,15486.9756699
S5,16,0,2,42,1209.34402943,15639.5521164,15418.3683395
S5,16,0,2,43,1202.17597485,15896.5759277,15676.4163971
S5,16,0,2,44,1202.17597485,15555.5839539,15336.4477158
S5,16,0,2,45,1192.96002388,15678.4639359,15458.3044052
S5,16,0,2,46,1232.89597034,15961.0881805,15738.8801575
S5,16,0,2,47,1190.91200829,15626.2397766,15408.1277847
S5,16,0,2,48,1184.7679615,15913.9842987,15691.7762756
S5,16,0,2,49,1223.68001938,15236.0963821,15015.9358978
S5,16,0,3,0,1196.03204727,15967.2317505,15745.0237274
S5,16,0,3,1,274424.835205,290143.218994,289948.669434
S5,16,0,3,2,1273.85604382,15992.8321838,15789.0558243
S5,16,0,3,3,1711.10403538,17267.7116394,17059.8392487
S5,16,0,3,4,1328.12798023,15812.6077652,15618.0477142
S5,16,0,3,5,1458.27198029,15920.1278687,15725.5678177
S5,16,0,3,6,1319.93603706,16037.8875732,15843.328476
S5,16,0,3,7,1314.81599808,15734.7841263,15540.2240753
S5,16,0,3,8,1204.15997505,15877.120018,15673.3436584
S5,16,0,3,9,1394.68801022,15798.2721329,15602.6878357
S5,16,0,3,10,1282.04798698,15994.8797226,15792.1276093
S5,16,0,3,11,1357.82396793,16023.4565735,15817.6317215
S5,16,0,3,12,1371.99997902,15982.4323654,15761.2476349
S5,16,0,3,13,1247.2319603,15959.0396881,15733.7598801
S5,16,0,3,14,1647.61602879,17303.5526276,17081.3446045
S5,16,0,3,15,1321.98405266,16081.9206238,15859.711647
S5,16,0,3,16,1255.42402267,15998.9757538,15775.7444382
S5,16,0,3,17,1343.48797798,16135.1356506,15911.904335
S5,16,0,3,18,1223.68001938,15768.5756683,15547.3918915
S5,16,0,3,19,1650.87997913,17251.3275146,17030.1437378
S5,16,0,3,20,1371.13595009,15877.120018,15656.9595337
S5,16,0,3,21,1426.43201351,16113.6646271,15888.3838654
S5,16,0,3,22,1622.01595306,17085.439682,16863.2316589
S5,16,0,3,23,1638.39995861,17448.9593506,17224.7047424
S5,16,0,3,24,3121.15192413,18731.0085297,18509.8247528
S5,16,0,3,25,1267.77601242,16000,15777.7919769
S5,16,0,3,26,1203.19998264,15687.6802444,15467.5197601
S5,16,0,3,27,1659.90400314,17163.2633209,16940.0310516
S5,16,0,3,28,1197.05605507,15663.1040573,15440.8960342
S5,16,0,3,29,1381.37602806,16087.0399475,15863.8076782
S5,16,0,3,30,1193.98403168,15940.6080246,15718.4000015
S5,16,0,3,31,1236.83202267,16003.9367676,15779.6802521
S5,16,0,3,32,1258.49604607,16010.2405548,15792.1276093
S5,16,0,3,33,1193.88794899,15934.3357086,15712.1276855
S5,16,0,3,34,1197.05605507,15929.3441772,15706.111908
S5,16,0,3,35,1200.12795925,15902.7204514,15679.4881821
S5,16,0,3,36,1199.10395145,15896.5759277,15673.3436584
S5,16,0,3,37,1195.00803947,15961.0881805,15738.8801575
S5,16,0,3,38,1190.91200829,15928.319931,15706.111908
S5,16,0,3,39,1633.28003883,17147.9034424,16924.6711731
S5,16,0,3,40,1191.93601608,15755.2642822,15534.0795517
S5,16,0,3,41,1206.27200603,15931.391716,15708.1604004
S5,16,0,3,42,1667.19996929,16715.7764435,16495.6169128
S5,16,0,3,43,1193.02403927,15700.9916306,15480.8320999
S5,16,0,3,44,1215.487957,15768.5756683,15548.4161377
S5,16,0,3,45,1245.1839447,15775.7444382,15553.5364151
S5,16,0,3,46,1236.99200153,15850.4962921,15629.3115616
S5,16,0,3,47,1214.4639492,15762.4320984,15541.2483215
S5,16,0,3,48,1195.00803947,15400.9599686,15177.7276993
S5,16,0,3,49,1870.84794044,16969.7284698,16747.5204468
S5,16,0,4,0,1190.91200829,15495.1677322,15277.0557404
S5,16,0,4,1,1219.58398819,15918.0803299,15697.9198456
S5,16,0,4,2,1200.12795925,15976.4480591,15759.3603134
S5,16,0,4,3,1207.29601383,15586.3037109,15365.1199341
S5,16,0,4,4,1307.6479435,16004.0950775,15787.0082855
S5,16,0,4,5,1188.86399269,15993.8564301,15773.6959457
S5,16,0,4,6,1229.82394695,15539.1998291,15319.0402985
S5,16,0,4,7,1252.35199928,15523.8399506,15305.7279587
S5,16,0,4,8,1196.03204727,15878.1442642,15654.9119949
S5,16,0,4,9,1259.52005386,15855.6156158,15633.4075928
S5,16,0,4,10,1193.98403168,15921.1521149,15699.968338
S5,16,0,4,11,1188.86399269,15940.6080246,15722.4960327
S5,16,0,4,12,1203.07195187,15399.9042511,15177.696228
S5,16,0,4,13,1226.75204277,15965.1842117,15742.9761887
S5,16,0,4,14,1201.15196705,15223.8082886,15005.6962967
S5,16,0,4,15,1197.05605507,15255.5522919,15037.4403
S5,16,0,4,16,1225.72803497,15985.6643677,15767.5523758
S5,16,0,4,17,1223.64795208,15678.4639359,15455.2316666
S5,16,0,4,18,1196.03204727,15453.1841278,15233.0236435
S5,16,0,4,19,1216.5119648,15924.2238998,15704.0643692
S5,16,0,4,20,1191.93601608,15854.5923233,15634.431839
S5,16,0,4,21,1255.45597076,15882.2402954,15663.1040573
S5,16,0,4,22,1185.7919693,15289.3438339,15067.1358109
S5,16,0,4,23,1197.05605507,15962.1124268,15740.9276962
S5,16,0,4,24,1232.89597034,15996.928215,15778.8162231
S5,16,0,4,25,1202.17597485,15904.7679901,15684.6084595
S5,16,0,4,26,1198.07994366,15344.6397781,15126.5277863
S5,16,0,4,27,1194.94402409,15293.4398651,15074.2397308
S5,16,0,4,28,1193.98403168,15930.3684235,15707.1361542
S5,16,0,4,29,1197.05605507,15332.3516846,15109.120369
S5,16,0,4,30,1202.08001137,15317.9197311,15099.8077393
S5,16,0,4,31,1193.98403168,15356.9278717,15137.7916336
S5,16,0,4,32,1227.77605057,15993.8564301,15774.720192
S5,16,0,4,33,1287.16802597,15729.6638489,15511.551857
S5,16,0,4,34,1230.81600666,16037.8875732,15817.7280426
S5,16,0,4,35,1232.83195496,15346.6243744,15128.5123825
S5,16,0,4,36,1635.32805443,16417.7913666,16199.6803284
S5,16,0,4,37,1197.05605507,15363.0723953,15144.9604034
S5,16,0,4,38,1211.39204502,15528.960228,15307.7764511
S5,16,0,4,39,1378.30400467,16154.624939,15932.4159622
S5,16,0,4,40,1244.16005611,15693.8238144,15475.7118225
S5,16,0,4,41,1207.29601383,15962.1124268,15742.9761887
S5,16,0,4,42,1247.2319603,16149.5037079,15930.3684235
S5,16,0,4,43,1256.44803047,15969.2802429,15749.1197586
S5,16,0,4,44,1192.96002388,15629.3115616,15409.1520309
S5,16,0,4,45,1199.10395145,15903.7437439,15684.6084595
S5,16,0,4,46,1194.97597218,15902.7204514,15682.559967
S5,16,0,4,47,1440.76800346,16119.808197,15901.6962051
S5,16,0,4,48,1200.12795925,16005.1193237,15781.8880081
S5,16,0,4,49,1212.41605282,15483.9038849,15262.720108
S5,16,0,5,0,1218.55998039,15878.1118393,15656.9280624
S5,16,0,5,1,1191.93601608,15905.7922363,15683.5842133
S5,16,0,5,2,1311.74397469,15889.4081116,15668.2243347
S5,16,0,5,3,1952.76796818,16533.5044861,16313.3430481
S5,16,0,5,4,1227.77605057,15956.9921494,15733.7598801
S5,16,0,5,5,1276.927948,16017.408371,15795.2003479
S5,16,0,5,6,1210.24000645,15527.8081894,15305.6001663
S5,16,0,5,7,1260.54394245,15987.7119064,15764.4796371
S5,16,0,5,8,1224.70402718,16202.7511597,15981.5683365
S5,16,0,5,9,1188.86399269,15949.6955872,15726.4642715
S5,16,0,5,10,1216.5119648,16273.4088898,16053.2474518
S5,16,0,5,11,1193.98403168,15584.06353,15361.8564606
S5,16,0,5,12,3081.21609688,17728.5118103,17507.3280334
S5,16,0,5,13,1647.84002304,17033.2164764,16809.9842072
S5,16,0,5,14,1227.71203518,15784.8958969,15564.7363663
S5,16,0,5,15,1187.83998489,15706.111908,15486.9756699
S5,16,0,5,16,1609.88795757,16977.9205322,16756.7367554
S5,16,0,5,17,1192.96002388,15977.4723053,15754.240036
S5,16,0,5,18,1260.54394245,15747.0722198,15524.8641968
S5,16,0,5,19,1234.87997055,16334.815979,16111.5837097
S5,16,0,5,20,1193.98403168,15751.168251,15528.960228
S5,16,0,5,21,1337.34405041,16072.7043152,15850.4962921
S5,16,0,5,22,1195.00803947,15931.391716,15711.2321854
S5,16,0,5,23,1199.10395145,15708.1604004,15486.9756699
S5,16,0,5,24,1187.93594837,15865.8561707,15646.7199326
S5,16,0,5,25,1197.05605507,15941.6322708,15721.4717865
S5,16,0,5,26,1195.00803947,15657.9837799,15438.8475418
S5,16,0,5,27,1196.03204727,15622.1437454,15403.008461
S5,16,0,5,28,1189.88800049,15370.2402115,15148.0321884
S5,16,0,5,29,1192.96002388,15883.263588,15660.0322723
S5,16,0,5,30,1438.71998787,16167.9363251,15946.7515945
S5,16,0,5,31,1200.12795925,15651.84021,15429.6321869
S5,16,0,5,32,1186.8159771,15876.0957718,15652.8644562
S5,16,0,5,33,1193.05598736,15884.2878342,15661.0555649
S5,16,0,5,34,1188.86399269,15571.9680786,15352.8318405
S5,16,0,5,35,1236.99200153,15978.4955978,15756.2875748
S5,16,0,5,36,1673.43997955,17042.432785,16820.224762
S5,16,0,5,37,1193.98403168,15857.6641083,15636.4803314
S5,16,0,5,38,1192.86394119,16151.391983,15927.1364212
S5,16,0,5,39,1190.91200829,15760.383606,15539.1998291
S5,16,0,5,40,1197.05605507,15724.5435715,15506.4315796
S5,16,0,5,41,1184.7679615,15860.7358932,15640.5763626
S5,16,0,5,42,1212.41605282,15920.1278687,15698.9440918
S5,16,0,5,43,1192.96002388,15898.6244202,15675.3921509
S5,16,0,5,44,1546.23997211,16580.6083679,16360.4488373
S5,16,0,5,45,1212.41605282,15531.0077667,15308.7997437
S5,16,0,5,46,1186.8159771,15723.5202789,15503.3597946
S5,16,0,5,47,1198.07994366,15867.7120209,15645.5039978
S5,16,0,5,48,1269.76001263,16033.7924957,15810.5602264
S5,16,0,5,49,1198.07994366,15955.9679031,15732.7356339
S6,2,0,1,0,2210.81590652,5289.98422623,4052.99186707
S6,2,0,1,1,3537.91999817,6658.04815292,5414.91222382
S6,2,0,1,2,5456.89582825,8553.47156525,7314.43214417
S6,2,0,1,3,2328.57608795,5445.6319809,4205.56783676
S6,2,0,1,4,2305.15193939,5416.95976257,4162.55998611
S6,2,0,1,5,2156.54397011,5240.83185196,4001.79195404
S6,2,0,1,6,2236.41610146,5361.66381836,4120.57590485
S6,2,0,1,7,2178.04789543,5232.63978958,3995.64790726
S6,2,0,1,8,2229.24804688,5354.4960022,4113.40808868
S6,2,0,1,9,2199.55205917,5265.40803909,4028.41615677
S6,2,0,1,10,2220.06392479,5297.15204239,4043.77603531
S6,2,0,1,11,2231.29606247,5289.98422623,4036.60821915
S6,2,0,1,12,4041.72801971,7143.42403412,5889.02378082
S6,2,0,1,13,2242.55990982,5345.28017044,4106.23979568
S6,2,0,1,14,2636.80005074,5777.40812302,4538.3682251
S6,2,0,1,15,2244.60792542,5368.83211136,4127.74419785
S6,2,0,1,16,2260.99205017,5292.03176498,4048.89583588
S6,2,0,1,17,2526.20792389,5683.19988251,4426.75209045
S6,2,0,1,18,3167.42396355,6506.49595261,5244.92788315
S6,2,0,1,19,2334.71989632,5473.279953,4232.19203949
S6,2,0,1,20,2179.07190323,5251.07192993,3998.71993065
S6,2,0,1,21,2296.83208466,5414.91222382,4162.55998611
S6,2,0,1,22,2207.74388313,5348.35195541,4091.90416336
S6,2,0,1,23,2180.09591103,5239.80808258,3991.55211449
S6,2,0,1,24,2192.38400459,5275.64811707,4036.60821915
S6,2,0,1,25,2165.76004028,5263.3600235,4024.32012558
S6,2,0,1,26,2193.40801239,5304.31985855,4052.99186707
S6,2,0,1,27,2288.64002228,5388.28802109,4152.31990814
S6,2,0,1,28,2171.90408707,5253.11994553,4004.86421585
S6,2,0,1,29,2338.81592751,5453.82404327,4213.75989914
S6,2,0,1,30,2200.67191124,5312.51192093,4060.16016006
S6,2,0,1,31,2185.21595001,5280.76791763,4044.79980469
S6,2,0,1,32,2145.27988434,5212.16011047,3975.16798973
S6,2,0,1,33,2236.41610146,5334.01584625,4093.95217896
S6,2,0,1,34,3367.93589592,6487.04004288,5233.6640358
S6,2,0,1,35,2257.92002678,5345.28017044,4089.85614777
S6,2,0,1,36,6731.77623749,9823.23169708,8571.90418243
S6,2,0,1,37,2279.4239521,5416.95976257,4174.84807968
S6,2,0,1,38,2169.85607147,5237.76006699,3999.74393845
S6,2,0,1,39,2191.3599968,5275.64811707,4036.60821915
S6,2,0,1,40,2212.86392212,5277.69613266,4038.65623474
S6,2,0,1,41,2305.02390862,5356.54401779,4103.16801071
S6,2,0,1,42,2160.92801094,5277.69613266,4028.41615677
S6,2,0,1,43,2358.27207565,5460.99185944,4207.61585236
S6,2,0,1,44,2252.79998779,5345.28017044,4108.28781128
S6,2,0,1,45,2198.52805138,5306.36787415,4050.94385147
S6,2,0,1,46,2776.06391907,6175.7440567,4915.20023346
S6,2,0,1,47,2150.39992332,5213.18387985,3960.83211899
S6,2,0,1,48,2345.98398209,5467.13590622,4212.73612976
S6,2,0,1,49,2173.95210266,5236.73582077,4000.76818466
S6,2,0,2,0,2217.98396111,5276.67188644,4039.68000412
S6,2,0,2,1,2269.18411255,5389.18399811,4148.09608459
S6,2,0,2,2,2209.79189873,5314.55993652,4061.18392944
S6,2,0,2,3,2257.92002678,5370.88012695,4132.86399841
S6,2,0,2,4,2165.76004028,5228.54423523,3993.59989166
S6,2,0,2,5,2244.60792542,5359.61580276,4106.23979568
S6,2,0,2,6,5612.54405975,8945.66440582,7700.47998428
S6,2,0,2,7,2288.64002228,5371.90389633,4135.93578339
S6,2,0,2,8,2476.03201866,5644.28806305,4402.17590332
S6,2,0,2,9,2276.25608444,5416.8639183,4175.77600479
S6,2,0,2,10,2205.69610596,5351.42421722,4110.33582687
S6,2,0,2,11,2299.90410805,5409.79194641,4168.7040329
S6,2,0,2,12,2183.16793442,5238.78383636,4004.86421585
S6,2,0,2,13,2286.59200668,5396.48008347,4157.44018555
S6,2,0,2,14,2229.24804688,5291.00799561,4056.06412888
S6,2,0,2,15,2248.7039566,5308.41588974,4070.40023804
S6,2,0,2,16,2271.23188972,5354.4960022,4116.47987366
S6,2,0,2,17,2203.84001732,5268.47982407,4032.51218796
S6,2,0,2,18,2176.00011826,5308.41588974,4066.30420685
S6,2,0,2,19,2181.11991882,5261.3120079,4022.27210999
S6,2,0,2,20,2236.41610146,5338.11187744,4098.04821014
S6,2,0,2,21,2185.15205383,5242.81597137,4003.77607346
S6,2,0,2,22,2220.0319767,5273.60010147,4038.65623474
S6,2,0,2,23,2211.83991432,5326.84803009,4088.83190155
S6,2,0,2,24,2242.46406555,5324.70417023,4070.30391693
S6,2,0,2,25,2230.27205467,5280.76791763,4044.79980469
S6,2,0,2,26,2196.54393196,5300.22382736,4048.89583588
S6,2,0,2,27,2225.15201569,5312.51192093,4074.49579239
S6,2,0,2,28,2207.61609077,5337.98408508,4084.608078
S6,2,0,2,29,2219.0079689,5291.00799561,4055.03988266
S6,2,0,2,30,2267.13609695,5350.39997101,4097.02396393
S6,2,0,2,31,2173.95210266,5245.95212936,4006.91223145
S6,2,0,2,32,2179.07190323,5284.86394882,4030.46417236
S6,2,0,2,33,2332.67211914,5483.52003098,4229.11977768
S6,2,0,2,34,3481.60004616,6636.5442276,5397.50385284
S6,2,0,2,35,2231.29606247,5286.91196442,4049.92008209
S6,2,0,2,36,2273.27990532,5357.4719429,4119.45581436
S6,2,0,2,37,2247.67994881,5355.51977158,4114.43185806
S6,2,0,2,38,2166.78404808,5241.85609818,4007.93600082
S6,2,0,2,39,2222.07999229,5280.76791763,4043.77603531
S6,2,0,2,40,2791.42403603,5931.00786209,4674.56007004
S6,2,0,2,41,2165.76004028,5268.47982407,4030.46417236
S6,2,0,2,42,2169.85607147,5236.73582077,4000.76818466
S6,2,0,2,43,2328.48000526,5628.8318634,4383.6479187
S6,2,0,2,44,2281.4719677,5364.73608017,4124.67193604
S6,2,0,2,45,2137.08806038,5206.01606369,3971.07195854
S6,2,0,2,46,2176.00011826,5282.81593323,4033.53595734
S6,2,0,2,47,2204.67209816,5284.86394882,4046.84782028
S6,2,0,2,48,2149.37591553,5218.30415726,3981.31203651
S6,2,0,2,49,2229.24804688,5323.77576828,4073.47202301
S6,2,0,3,0,2143.23210716,5179.39186096,3930.11188507
S6,2,0,3,1,3584.00011063,6630.40018082,5380.09595871
S6,2,0,3,2,3829.76007462,6915.07196426,5678.08008194
S6,2,0,3,3,4162.55998611,7352.32019424,6108.16001892
S6,2,0,3,4,3255.2959919,6383.61597061,5143.55182648
S6,2,0,3,5,3408.89596939,6489.08805847,5251.07192993
S6,2,0,3,6,3449.85604286,6495.23210526,5256.19220734
S6,2,0,3,7,3380.22398949,6455.29603958,5216.25614166
S6,2,0,3,8,3309.56792831,6430.71985245,5191.67995453
S6,2,0,3,9,3532.79995918,6682.62386322,5439.48793411
S6,2,0,3,10,3792.89603233,6883.32796097,5645.31183243
S6,2,0,3,11,3835.90388298,6980.60798645,5741.56808853
S6,2,0,3,12,3516.41607285,6632.44819641,5392.38405228
S6,2,0,3,13,4231.16779327,7339.00785446,6097.91994095
S6,2,0,3,14,3557.3759079,6616.06407166,5365.75984955
S6,2,0,3,15,3531.77595139,6592.51213074,5353.47223282
S6,2,0,3,16,3595.26395798,6669.31200027,5420.03202438
S6,2,0,3,17,3494.9119091,6626.30414963,5386.24000549
S6,2,0,3,18,3462.14389801,6549.50380325,5296.12779617
S6,2,0,3,19,3525.6319046,6598.65617752,5358.59203339
S6,2,0,3,20,3611.64808273,6746.11186981,5506.04820251
S6,2,0,3,21,3568.63999367,6672.38378525,5420.03202438
S6,2,0,3,22,3152.89592743,6266.8800354,5025.79212189
S6,2,0,3,23,3312.63995171,6448.12822342,5206.01606369
S6,2,0,3,24,3556.3519001,6680.57584763,5440.51218033
S6,2,0,3,25,3550.20809174,6684.67187881,5442.56019592
S6,2,0,3,26,3576.83205605,6639.61601257,5401.59988403
S6,2,0,3,27,3330.04808426,6409.21592712,5169.15178299
S6,2,0,3,28,3362.81609535,6482.94401169,5244.92788315
S6,2,0,3,29,3348.47998619,6448.12822342,5194.75221634
